id_venda,data_venda,produto,categoria,preco_unitario,quantidade,desconto_pct,forma_pagamento,estado,avaliacao_cliente
1346,2024-01-13, smartphone ,Telefonia,2200.32,2,0.05,Cartão de Crédito,PE,2.0
1216,2024-12-07,Fone de Ouvido,Acessórios,268.94,1,0.0,Cartão de Crédito,BA,4.0
1478,2024-12-15,Fone de Ouvido,Acessórios,198.93,2,0.0,Cartão de Crédito,PE,3.0
1458,2024-03-10,Mouse,Acessórios,79.75,1,0.0,Pix,PR,3.0
1530,2024-09-07,Teclado,Acessórios,174.85,1,0.0,Cartão de Crédito,df,4.0
1096,2024-05-24,Teclado,Acessórios,185.4,1,0.0,Cartão de Crédito,SP,4.0
1244,2024-08-07,Fone de Ouvido,Acessórios,287.66,1,0.0,Cartão de Crédito,SP,2.0
1488,2024-11-13,Fone de Ouvido,Acessórios,275.41,1,0.0,Pix,CE,4.0
1014,2024-04-17, teclado ,Acessórios,186.33,1,0.0,Pix,RS,4.0
1242,2024-08-19,Tablet,Telefonia,1583.64,1,0.0,Cartão de Débito,DF,4.0
1321,2024-10-10, mouse ,Acessórios,99.91,1,0.05,Pix,PR,4.0
1396,2024-02-16,TECLADO,Acessórios,167.67,1,0.0,Cartão de Débito,BA,4.0
1423,2024-11-13,Fone de Ouvido,Acessórios,257.9,1,0.15,Cartão de Débito,DF,4.0
1483,2024-04-15,Notebook,Informática,3489.64,1,0.0,Pix,SC,
1359,2024-04-09,Monitor,Informática,795.24,2,0.0,Cartão de Crédito,rj,4.0
1163,2024-01-27,Notebook,Informática,4150.67,1,0.0,Cartão de Crédito,PE,4.0
1454,2024-04-03, tablet ,Telefonia,1257.6,1,0.0,Cartão de Débito,DF,3.0
1391,2024-06-12,Tablet,Telefonia,1126.99,1,0.1,Pix,RJ,2.0
1286,2024-10-28,Tablet,Telefonia,1568.59,3,0.1,Boleto,SC,3.0
1249,2024-05-01,Fone de Ouvido,Acessórios,211.56,1,0.0,Pix,SC,1.0
1264,2024-05-03,Notebook,Informática,3473.42,1,0.05,Cartão de Débito,SC,5.0
1377,2024-03-30,Monitor,Informática,895.17,3,0.2,Cartão de Crédito,CE,5.0
1293,2024-07-30,Monitor,Informática,855.64,1,0.2,Cartão de Crédito,RJ,4.0
1566,2024-07-06,Notebook,Informática,3363.95,3,0.0,Cartão de Crédito,CE,5.0
1294,2024-05-07,Monitor,Informática,800.3,1,0.2,Pix,MG,2.0
1232,2024-08-18,Mouse,Acessórios,,1,0.0,Cartão de Crédito,RJ,
1554,2024-12-05,Tablet,Telefonia,1596.04,1,0.1,Cartão de Débito,SC,4.0
1419,2024-08-24,Notebook,Informática,2942.88,1,0.2,Pix,DF,4.0
1304,2024-07-19,Monitor,Informática,907.57,1,0.1,Pix,CE,4.0
1404,2024-06-16,Smartphone,Telefonia,,1,0.1,,,
1563,2024-02-23,Notebook,Informática,3595.17,1,0.0,Cartão de Débito,PE,3.0
1171,2024-06-22,Smartphone,Telefonia,2025.57,1,0.0,Pix,DF,4.0
1157,2024-07-11,Monitor,Informática,874.47,1,0.0,Cartão de Débito,ba,5.0
1384,2024-04-03, tablet ,Telefonia,1987.31,1,0.0,Cartão de Crédito,MG,2.0
1307,2024-01-28,Notebook,Informática,3453.83,1,0.0,Cartão de Crédito,RS,4.0
1543,2024-04-25,MONITOR,Informática,807.17,1,0.0,Cartão de Crédito,ce,4.0
1499,2024-05-28,Notebook,Informática,3590.27,1,0.0,Cartão de Crédito,MG,3.0
1437,2024-10-15,Fone de Ouvido,Acessórios,230.83,1,0.0,Cartão de Débito,SP,3.0
1376,2024-02-19,Fone de Ouvido,Acessórios,278.61,1,0.0,Cartão de Crédito,BA,5.0
1344,2024-12-23,Smartphone,Telefonia,2141.25,1,0.0,Cartão de Débito,MG,4.0
1509,2024-05-22,Fone de Ouvido,Acessórios,,1,0.0,,,
1156,2024-10-04,Smartphone,Telefonia,2513.21,1,0.0,Cartão de Crédito,RS,5.0
1179,2024-04-05,Teclado,Acessórios,143.96,3,0.0,Cartão de Débito,CE,5.0
1152,2024-07-06,NOTEBOOK,Informática,3009.06,2,0.0,Pix,SC,4.0
1151,2024-04-01,Fone de Ouvido,Acessórios,223.89,1,0.0,Cartão de Crédito,SP,5.0
1078,2024-12-11,Tablet,Telefonia,1263.0,1,0.0,Cartão de Crédito,RJ,4.0
1576,2024-04-15,Teclado,Acessórios,155.09,1,0.1,Cartão de Débito,PR,4.0
1140,2024-10-19,Teclado,Acessórios,179.81,1,0.1,Cartão de Crédito,CE,5.0
1496,2024-03-12,Mouse,Acessórios,73.23,1,0.05,Cartão de Débito,SP,
1453,2024-11-27,Smartphone,Telefonia,2339.61,2,0.0,Cartão de Débito,DF,4.0
1092,2024-03-09,Notebook,Informática,3469.9,1,0.05,Cartão de Crédito,RJ,3.0
1541,2024-11-21,Fone de Ouvido,Acessórios,238.76,2,0.0,Cartão de Débito,RS,3.0
1581,2024-01-31,Monitor,Informática,871.78,2,0.0,Cartão de Débito,RS,5.0
1319,2024-06-03,Notebook,Informática,3685.62,1,0.1,Pix,PR,5.0
1131,2024-04-10,MONITOR,Informática,1091.25,3,0.0,Cartão de Crédito,SP,3.0
1197,2024-11-26,Smartphone,Telefonia,2578.89,2,0.05,Cartão de Crédito,SP,4.0
1550,2024-09-22,Notebook,Informática,3808.96,1,0.0,Cartão de Crédito,DF,5.0
1445,2024-09-27,Mouse,Acessórios,108.99,1,0.0,Cartão de Crédito,MG,5.0
1104,2024-05-12,Notebook,Informática,3864.5,1,0.0,Cartão de Crédito,PE,5.0
1588,2024-05-13,Tablet,Telefonia,1101.63,2,0.0,Pix,DF,5.0
1471,2024-10-18,Fone de Ouvido,Acessórios,211.96,1,0.0,Cartão de Débito,BA,3.0
1596,2024-06-27,Mouse,Acessórios,100.56,1,0.0,Cartão de Débito,PE,4.0
1199,2024-04-19,Notebook,Informática,3989.06,1,0.0,Pix,DF,4.0
1356,2024-01-23,Mouse,Acessórios,63.66,1,0.05,Pix,PR,1.0
1560,2024-12-20,Monitor,Informática,754.4,1,0.1,Cartão de Débito,sp,1.0
1585,2024-11-27,Teclado,Acessórios,125.3,1,0.0,Cartão de Crédito,SC,5.0
1516,2024-06-14,Notebook,Informática,3704.14,1,0.1,Cartão de Crédito,MG,5.0
1387,2024-08-08,Smartphone,Telefonia,2392.92,3,0.0,Cartão de Débito,RS,4.0
1133,2024-09-24,Teclado,Acessórios,222.03,1,0.2,Cartão de Crédito,DF,5.0
1118,2024-03-25,Monitor,Informática,717.13,1,0.0,Cartão de Crédito,MG,5.0
1302,2024-09-20,Fone de Ouvido,Acessórios,218.39,1,0.0,Pix,RJ,5.0
1134,2024-06-24, smartphone ,Telefonia,2416.08,1,0.05,Boleto,PE,3.0
1573,2024-10-31,Teclado,Acessórios,197.47,1,0.05,Cartão de Débito,SC,4.0
1565,2024-12-29,Tablet,Telefonia,1456.79,1,0.05,Pix,RS,4.0
1529,2024-12-02,Tablet,Telefonia,1604.79,2,0.05,Cartão de Crédito,CE,4.0
1505,2024-10-08,Tablet,Telefonia,1292.33,1,0.0,Pix,RS,4.0
1005,2024-01-02,Mouse,Acessórios,97.18,1,0.0,Cartão de Crédito,BA,3.0
1278,2024-05-17,Tablet,Telefonia,1504.02,1,0.0,Cartão de Crédito,MG,5.0
1418,2024-10-27,Fone de Ouvido,Acessórios,261.72,1,0.05,Pix,RS,4.0
1282,2024-09-23,Teclado,Acessórios,162.65,1,0.0,Cartão de Crédito,PE,4.0
1315,2024-06-22,Mouse,Acessórios,73.65,3,0.05,Pix,SC,5.0
1371,2024-06-29,Notebook,Informática,3521.68,2,0.0,Cartão de Débito,PE,3.0
1115,2024-01-08,Mouse,Acessórios,85.99,3,0.1,Cartão de Débito,SP,5.0
1387,2024-08-08,Smartphone,Telefonia,2392.92,3,0.0,Cartão de Débito,RS,4.0
1075,2024-03-09,Smartphone,Telefonia,2717.78,2,0.0,Cartão de Débito,RJ,3.0
1590,2024-09-27,NOTEBOOK,Informática,3709.62,1,0.1,Cartão de Débito,SC,4.0
1557,2024-05-02,Monitor,Informática,1011.96,2,0.0,Pix,PR,1.0
1409,2024-08-01,Tablet,Telefonia,1326.98,1,0.0,Cartão de Crédito,pr,4.0
1333,2024-12-06,Teclado,Acessórios,185.17,1,0.0,Cartão de Crédito,PE,3.0
1208,2024-05-31,Notebook,Informática,3743.3,1,0.0,Cartão de Crédito,SP,5.0
1206,2024-09-19,Mouse,Acessórios,83.51,1,0.0,Cartão de Débito,BA,5.0
1073,2024-11-30,Monitor,Informática,1174.24,3,0.0,Pix,MG,4.0
1008,2024-06-11,Fone de Ouvido,Acessórios,229.69,1,0.1,Pix,MG,5.0
1222,2024-11-06,Notebook,Informática,2728.79,1,0.0,Pix,BA,4.0
1045,2024-04-05, monitor ,Informática,964.79,1,0.0,Cartão de Débito,SP,4.0
1262,2024-04-22,Fone de Ouvido,Acessórios,266.6,1,0.0,Cartão de Crédito,sc,3.0
1027,2024-12-31,Teclado,Acessórios,203.01,2,0.2,Cartão de Débito,RJ,3.0
1003,2024-01-21,Monitor,Informática,1066.18,1,0.0,Cartão de Crédito,CE,4.0
1323,2024-12-25,Tablet,Telefonia,1371.77,2,0.15,Cartão de Crédito,DF,4.0
1016,2024-05-16,TABLET,Telefonia,1613.99,2,0.0,Pix,PR,4.0
1239,2024-11-09,Smartphone,Telefonia,2470.9,1,0.0,Cartão de Débito,PE,5.0
1041,2024-10-16,Monitor,Informática,847.49,1,0.0,Pix,BA,3.0
1176,2024-10-26,MOUSE,Acessórios,108.05,2,0.0,Cartão de Crédito,RJ,2.0
1272,2024-09-04,Fone de Ouvido,Acessórios,177.27,1,0.1,Cartão de Crédito,RS,1.0
1194,2024-02-22,TABLET,Telefonia,1433.19,1,0.0,Cartão de Débito,PR,4.0
1511,2024-07-10,Smartphone,Telefonia,2562.22,1,0.1,Cartão de Débito,MG,4.0
1079,2024-04-30,Smartphone,Telefonia,2052.42,1,0.0,Cartão de Crédito,BA,5.0
1402,2024-09-27,Notebook,Informática,3944.45,1,0.15,Pix,RS,4.0
1164,2024-12-14,Notebook,Informática,3643.94,2,0.1,Pix,PR,5.0
1407,2024-03-23,Mouse,Acessórios,92.48,1,0.15,Cartão de Crédito,MG,5.0
1059,2024-05-05,Mouse,Acessórios,104.69,1,0.0,Pix,DF,4.0
1427,2024-07-06,Tablet,Telefonia,1528.77,1,0.0,Cartão de Débito,ba,3.0
1393,2024-02-23,Fone de Ouvido,Acessórios,289.31,2,0.0,Cartão de Crédito,BA,4.0
1485,2024-07-14,Notebook,Informática,3352.14,2,0.0,Cartão de Débito,CE,4.0
1528,2024-04-21,Smartphone,Telefonia,2185.06,1,0.0,Cartão de Crédito,PE,4.0
1183,2024-01-28,Monitor,Informática,868.52,1,0.0,Pix,RJ,4.0
1320,2024-12-22,Teclado,Acessórios,192.07,1,0.0,Pix,PR,2.0
1177,2024-05-10,Tablet,Telefonia,1365.72,1,0.2,Cartão de Débito,DF,5.0
1545,2024-06-11,Mouse,Acessórios,112.48,3,0.2,Cartão de Débito,CE,5.0
1093,2024-10-22,Tablet,Telefonia,1228.0,2,0.0,Cartão de Crédito,BA,2.0
1168,2024-09-23,Mouse,Acessórios,99.74,2,0.2,Pix,BA,5.0
1201,2024-02-12,Smartphone,Telefonia,,1,0.0,,,
1082,2024-10-20,Smartphone,Telefonia,2352.21,1,0.0,Cartão de Crédito,MG,3.0
1162,2024-06-10,Teclado,Acessórios,172.58,1,0.0,Cartão de Crédito,MG,5.0
1158,2024-01-29,Tablet,Telefonia,1301.46,1,0.0,Cartão de Crédito,SP,4.0
1085,2024-06-28,Notebook,Informática,3870.29,1,0.0,Cartão de Débito,DF,4.0
1191,2024-01-08,Fone de Ouvido,Acessórios,282.58,1,0.15,Cartão de Crédito,RJ,5.0
1153,2024-06-08,Fone de Ouvido,Acessórios,227.72,2,0.0,Pix,PR,5.0
1154,2024-08-20,Mouse,Acessórios,81.24,1,0.0,Cartão de Crédito,SP,4.0
1130,2024-05-10,Smartphone,Telefonia,2190.76,1,0.0,Pix,RJ,3.0
1405,2024-11-15,Fone de Ouvido,Acessórios,239.29,1,0.1,Boleto,mg,3.0
1397,2024-02-28,TECLADO,Acessórios,195.86,1,0.0,Cartão de Débito,SC,4.0
1372,2024-07-06,Mouse,Acessórios,94.73,2,0.15,Pix,CE,4.0
1480,2024-05-09,Monitor,Informática,855.4,2,0.0,Pix,SC,2.0
1446,2024-01-22,Teclado,Acessórios,,2,0.0,,,
1010,2024-02-04, notebook ,Informática,3425.35,1,0.05,Cartão de Crédito,SP,4.0
1086,2024-01-04,Tablet,Telefonia,1165.04,1,0.0,Pix,PE,3.0
1035,2024-11-11,Mouse,Acessórios,90.55,1,0.0,Cartão de Crédito,DF,4.0
1583,2024-12-11,Fone de Ouvido,Acessórios,259.51,1,0.05,Cartão de Crédito,SC,4.0
1213,2024-10-28,Mouse,Acessórios,117.86,1,0.0,Cartão de Débito,MG,4.0
1381,2024-06-04,Teclado,Acessórios,197.95,1,0.1,Pix,DF,5.0
1028,2024-05-14,Tablet,Telefonia,1199.86,1,0.0,Pix,MG,4.0
1597,2024-03-08,Mouse,Acessórios,67.26,1,0.05,Cartão de Crédito,CE,4.0
1311,2024-03-30,NOTEBOOK,Informática,3465.1,1,0.0,Pix,SC,3.0
1303,2024-01-16,Teclado,Acessórios,156.94,1,0.2,Cartão de Crédito,SP,4.0
1117,2024-10-14,Mouse,Acessórios,77.81,1,0.1,Pix,PE,5.0
1107,2024-11-04,Mouse,Acessórios,88.64,1,0.0,Cartão de Crédito,CE,4.0
1198,2024-11-11,Teclado,Acessórios,151.04,1,0.0,Cartão de Débito,CE,4.0
1058,2024-03-31,Notebook,Informática,3221.02,1,0.05,Pix,DF,4.0
1281,2024-04-06,Smartphone,Telefonia,2321.31,1,0.0,Cartão de Débito,DF,5.0
1348,2024-02-22,Fone de Ouvido,Acessórios,284.51,1,0.0,Cartão de Débito,MG,2.0
1582,2024-08-09,Mouse,Acessórios,102.99,1,0.0,Pix,rs,4.0
1353,2024-11-20,Teclado,Acessórios,200.22,1,0.0,Cartão de Crédito,CE,5.0
1029,2024-01-22,Notebook,Informática,3775.75,1,0.0,Boleto,BA,4.0
1335,2024-02-15,Tablet,Telefonia,1445.6,1,0.0,Pix,DF,4.0
1435,2024-08-01,Notebook,Informática,3142.41,1,0.0,Cartão de Crédito,CE,4.0
1011,2024-09-11,Mouse,Acessórios,85.57,1,0.05,Cartão de Crédito,SC,4.0
1142,2024-12-09,SMARTPHONE,Telefonia,2028.78,1,0.2,Cartão de Crédito,RJ,5.0
1394,2024-12-07,Smartphone,Telefonia,2046.32,1,0.0,Boleto,RS,5.0
1540,2024-10-01,Teclado,Acessórios,117.21,1,0.0,Cartão de Crédito,DF,4.0
1553,2024-05-03,Smartphone,Telefonia,1641.68,2,0.0,Cartão de Crédito,RS,5.0
1285,2024-01-08,Tablet,Telefonia,1419.78,3,0.0,Pix,PR,3.0
1512,2024-02-25,Smartphone,Telefonia,2323.21,1,0.0,Cartão de Crédito,BA,4.0
1067,2024-09-23, notebook ,Informática,2773.27,2,0.0,Pix,PR,5.0
1518,2024-10-09,Teclado,Acessórios,182.87,1,0.0,Cartão de Crédito,SP,4.0
1338,2024-02-17,Notebook,Informática,4001.46,2,0.0,Cartão de Crédito,CE,5.0
1324,2024-07-14,Teclado,Acessórios,202.3,1,0.0,Pix,PR,4.0
1451,2024-12-20,Fone de Ouvido,Acessórios,270.05,1,0.05,Cartão de Crédito,PR,
1375,2024-08-10,Teclado,Acessórios,164.46,2,0.0,Cartão de Crédito,MG,4.0
1329,2024-03-17, teclado ,Acessórios,,1,0.1,,,
1298,2024-08-02,Mouse,Acessórios,87.97,1,0.05,Pix,BA,5.0
1314,2024-04-18,Mouse,Acessórios,82.35,1,0.0,Pix,SP,5.0
1248,2024-10-04,Smartphone,Telefonia,2042.98,1,0.0,Cartão de Crédito,RS,4.0
1476,2024-03-11,Notebook,Informática,3806.56,1,0.0,Cartão de Crédito,DF,5.0
1263,2024-11-08,Mouse,Acessórios,84.67,1,0.0,Cartão de Débito,BA,5.0
1433,2024-02-05,Notebook,Informática,3153.33,2,0.0,Cartão de Crédito,DF,5.0
1386,2024-09-22,Smartphone,Telefonia,1880.25,1,0.15,Cartão de Crédito,CE,3.0
1473,2024-08-26,Teclado,Acessórios,,1,0.0,Cartão de Crédito,PE,
1305,2024-12-08,Notebook,Informática,3987.99,1,0.2,Cartão de Crédito,PE,1.0
1341,2024-07-22,Teclado,Acessórios,184.15,1,0.0,Cartão de Crédito,RJ,4.0
1019,2024-08-11,Tablet,Telefonia,1395.4,1,0.0,Cartão de Débito,SP,2.0
1484,2024-02-07,Notebook,Informática,3506.95,1,0.05,Pix,MG,4.0
1121,2024-03-21,Monitor,Informática,-1017.56,1,0.2,Cartão de Débito,DF,5.0
1498,2024-07-10,Fone de Ouvido,Acessórios,256.06,2,0.0,Cartão de Débito,MG,4.0
1502,2024-12-25,Notebook,Informática,3867.94,3,0.0,Cartão de Débito,PE,4.0
1136,2024-12-29,TABLET,Telefonia,1256.23,2,0.0,Cartão de Crédito,SC,4.0
1490,2024-04-23,Notebook,Informática,4541.34,1,0.05,Cartão de Débito,SP,4.0
1202,2024-04-26,Smartphone,Telefonia,2247.37,2,0.0,Pix,CE,5.0
1084,2024-04-20,Teclado,Acessórios,216.44,2,0.0,Cartão de Débito,BA,2.0
1595,2024-11-29,Notebook,Informática,3720.22,2,0.2,Cartão de Crédito,CE,5.0
1113,2024-04-22,Notebook,Informática,2697.27,2,0.0,Cartão de Débito,RJ,4.0
1184,2024-01-10,Fone de Ouvido,Acessórios,283.23,1,0.2,Cartão de Débito,MG,4.0
1043,2024-04-03,Notebook,Informática,4193.57,1,0.0,Cartão de Crédito,RS,2.0
1508,2024-12-05,Mouse,Acessórios,88.44,1,0.15,Pix,SP,4.0
1544,2024-03-17,Monitor,Informática,950.53,1,0.0,Cartão de Débito,DF,5.0
1569,2024-01-11,Mouse,Acessórios,83.06,1,0.0,Cartão de Débito,BA,3.0
1061,2024-10-29, teclado ,Acessórios,195.84,2,0.2,Cartão de Crédito,PR,4.0
1087,2024-08-10,Mouse,Acessórios,96.08,1,0.0,Cartão de Crédito,BA,4.0
1539,2024-04-27,Fone de Ouvido,Acessórios,251.81,1,0.0,Cartão de Crédito,PR,3.0
1226,2024-04-19,SMARTPHONE,Telefonia,2140.56,2,0.15,Pix,BA,4.0
1470,2024-06-04,Fone de Ouvido,Acessórios,244.63,1,0.05,Boleto,PE,5.0
1291,2024-06-04, tablet ,Telefonia,1591.5,2,0.0,Cartão de Crédito,PE,3.0
1574,2024-11-08,Tablet,Telefonia,1537.45,2,0.0,Pix,DF,4.0
1111,2024-02-18,Monitor,Informática,700.75,1,0.0,Cartão de Débito,SC,5.0
1033,2024-06-22,Notebook,Informática,3469.41,1,0.1,Cartão de Crédito,PE,5.0
1173,2024-06-26,Mouse,Acessórios,87.04,1,0.05,Cartão de Crédito,RS,5.0
1000,2024-08-02,Mouse,Acessórios,,2,0.0,Cartão de Crédito,PE,
1426,2024-06-30,Notebook,Informática,3564.61,1,0.0,Pix,PR,4.0
1135,2024-04-12,Mouse,Acessórios,91.45,2,0.05,Pix,SP,2.0
1465,2024-05-18,Tablet,Telefonia,1143.37,1,0.0,Cartão de Crédito,RJ,5.0
1578,2024-11-03, notebook ,Informática,3467.47,1,0.0,Cartão de Crédito,SP,4.0
1358,2024-05-25,Tablet,Telefonia,1399.41,1,0.1,Cartão de Crédito,MG,
1024,2024-02-29,Mouse,Acessórios,110.22,1,0.0,Cartão de Crédito,SP,5.0
1599,2024-06-23,Smartphone,Telefonia,2329.58,2,0.05,Cartão de Débito,RJ,4.0
1225,2024-07-24,Mouse,Acessórios,101.7,1,0.0,Cartão de Débito,RS,4.0
1326,2024-04-22,Fone de Ouvido,Acessórios,286.66,1,0.0,Cartão de Débito,RJ,3.0
1513,2024-11-02,Notebook,Informática,3712.67,2,0.05,Cartão de Crédito,SC,4.0
1190,2024-12-05,Fone de Ouvido,Acessórios,245.99,1,0.0,Cartão de Crédito,SC,4.0
1524,2024-09-27,Monitor,Informática,910.7,1,0.0,Cartão de Crédito,CE,4.0
1243,2024-01-28,Monitor,Informática,962.14,1,0.05,Cartão de Crédito,MG,4.0
1266,2024-10-28,Teclado,Acessórios,183.04,1,0.15,Pix,DF,3.0
1532,2024-08-24,Smartphone,Telefonia,1858.61,1,0.0,Cartão de Débito,PE,4.0
1048,2024-03-30, tablet ,Telefonia,1447.21,1,0.0,Cartão de Crédito,RJ,5.0
1204,2024-06-06,MONITOR,Informática,956.42,1,0.0,Cartão de Crédito,RJ,2.0
1102,2024-11-25,Tablet,Telefonia,1469.46,1,0.0,Cartão de Débito,PE,3.0
1066,2024-09-07,Smartphone,Telefonia,,2,0.0,,,
1022,2024-12-17,Tablet,Telefonia,1686.71,1,0.0,Cartão de Crédito,SC,3.0
1592,2024-06-27,Teclado,Acessórios,116.72,1,0.1,Cartão de Crédito,PR,3.0
1463,2024-12-21,Teclado,Acessórios,178.53,1,0.15,Pix,sc,5.0
1510,2024-12-28,MONITOR,Informática,983.78,1,0.0,Pix,SC,
1332,2024-09-29,Notebook,Informática,3049.45,1,0.0,Pix,MG,4.0
1350,2024-11-30,Teclado,Acessórios,184.53,1,0.05,Cartão de Débito,BA,5.0
1253,2024-10-21,Tablet,Telefonia,1497.09,1,0.0,Pix,CE,4.0
1467,2024-02-24,Teclado,Acessórios,227.95,1,0.0,Cartão de Crédito,BA,4.0
1469,2024-08-01,Notebook,Informática,3774.0,1,0.0,Pix,RJ,3.0
1161,2024-01-21,Tablet,Telefonia,1595.87,2,0.2,Cartão de Débito,PR,2.0
1374,2024-02-15,Teclado,Acessórios,143.52,2,0.0,Cartão de Débito,PR,5.0
1064,2024-01-28,Monitor,Informática,793.38,1,0.0,Boleto,PR,3.0
1420,2024-09-27,Teclado,Acessórios,179.49,1,0.05,Cartão de Débito,RS,5.0
1203,2024-10-16,Tablet,Telefonia,1705.89,1,0.15,Cartão de Crédito,RS,4.0
1526,2024-06-19,Teclado,Acessórios,184.37,1,0.0,Pix,SC,5.0
1572,2024-09-25,Teclado,Acessórios,136.25,2,0.0,Pix,CE,4.0
1562,2024-08-06,Notebook,Informática,4059.52,1,0.05,Cartão de Crédito,CE,5.0
1224,2024-01-07,Smartphone,Telefonia,2589.7,1,0.05,Pix,RS,3.0
1209,2024-06-15,Fone de Ouvido,Acessórios,284.82,1,0.05,Pix,DF,5.0
1568,2024-02-08,Tablet,Telefonia,1829.19,1,0.0,Cartão de Débito,MG,2.0
1497,2024-09-29,Smartphone,Telefonia,2120.4,1,0.05,Cartão de Crédito,SP,3.0
1306,2024-01-21,Monitor,Informática,778.99,1,0.0,Cartão de Débito,mg,3.0
1169,2024-03-20,Notebook,Informática,4035.36,1,0.2,Cartão de Débito,BA,3.0
1366,2024-05-13,Smartphone,Telefonia,2261.16,1,0.0,Cartão de Crédito,SC,4.0
1354,2024-04-09,Monitor,Informática,870.52,1,0.1,Pix,rj,4.0
1579,2024-08-05, fone de ouvido ,Acessórios,214.14,1,0.0,Cartão de Débito,RS,4.0
1413,2024-09-22,Monitor,Informática,895.43,1,0.0,Cartão de Débito,RJ,4.0
1230,2024-02-25,Tablet,Telefonia,1176.35,1,0.0,Cartão de Débito,CE,5.0
1046,2024-06-26,Fone de Ouvido,Acessórios,243.93,1,0.15,Cartão de Débito,MG,4.0
1500,2024-02-07,Tablet,Telefonia,1603.02,1,0.0,Cartão de Débito,SC,3.0
1240,2024-12-08,Tablet,Telefonia,991.47,1,0.0,Pix,PE,5.0
1399,2024-08-04,Tablet,Telefonia,1422.36,2,0.0,Cartão de Crédito,MG,4.0
1247,2024-08-13, fone de ouvido ,Acessórios,267.23,1,0.05,Cartão de Crédito,DF,5.0
1455,2024-12-11,Mouse,Acessórios,,1,0.0,,,
1205,2024-12-16,FONE DE OUVIDO,Acessórios,256.21,1,0.0,Pix,DF,3.0
1371,2024-06-29,Notebook,Informática,3521.68,2,0.0,Cartão de Débito,PE,3.0
1108,2024-12-12,Notebook,Informática,3857.94,2,0.0,Cartão de Débito,sp,4.0
1219,2024-04-24,Monitor,Informática,975.0,1,0.0,Cartão de Crédito,PE,3.0
1290,2024-07-31,Teclado,Acessórios,-158.26,1,0.1,Cartão de Débito,PE,4.0
1001,2024-10-20,Tablet,Telefonia,1486.59,1,0.2,Cartão de Crédito,RJ,5.0
1328,2024-06-18,Teclado,Acessórios,174.41,1,0.15,Cartão de Débito,PR,3.0
1507,2024-05-19,Smartphone,Telefonia,1969.88,1,0.1,Cartão de Crédito,SC,4.0
1219,2024-04-24,Monitor,Informática,975.0,1,0.0,Cartão de Crédito,PE,3.0
1552,2024-07-19, smartphone ,Telefonia,2124.45,2,0.0,Cartão de Crédito,DF,4.0
1403,2024-03-18,Monitor,Informática,1001.26,1,0.0,Cartão de Débito,DF,5.0
1536,2024-10-30,Tablet,Telefonia,1412.21,1,0.05,Cartão de Débito,DF,4.0
1261,2024-11-14,Smartphone,Telefonia,2221.41,-1,0.0,Cartão de Crédito,MG,4.0
1388,2024-07-17,Tablet,Telefonia,1075.18,1,0.1,Pix,SC,3.0
1144,2024-09-18, teclado ,Acessórios,166.22,1,0.0,Cartão de Crédito,PR,5.0
1440,2024-12-19,Teclado,Acessórios,188.23,1,0.05,Cartão de Débito,mg,3.0
1186,2024-07-22,Monitor,Informática,809.45,1,0.0,Pix,PR,5.0
1052,2024-08-20,Notebook,Informática,4048.3,1,0.1,Cartão de Crédito,MG,4.0
1355,2024-06-27,Fone de Ouvido,Acessórios,226.67,1,0.0,Cartão de Crédito,PR,5.0
1245,2024-10-18,Notebook,Informática,3579.13,3,0.05,Pix,RS,1.0
1078,2024-12-11,Tablet,Telefonia,1263.0,1,0.0,Cartão de Crédito,RJ,4.0
1434,2024-04-27,Smartphone,Telefonia,2139.33,1,0.0,Pix,PR,3.0
1575,2024-10-12,Fone de Ouvido,Acessórios,186.79,-1,0.0,Cartão de Crédito,SP,3.0
1182,2024-04-20,Monitor,Informática,934.97,1,0.0,Cartão de Débito,PE,5.0
1492,2024-06-04,Smartphone,Telefonia,2385.13,2,0.0,Pix,CE,1.0
1050,2024-04-05,Monitor,Informática,959.59,2,0.2,Pix,PE,4.0
1058,2024-03-31,Notebook,Informática,3221.02,1,0.05,Pix,DF,4.0
1443,2024-07-25,Teclado,Acessórios,180.7,2,0.0,Cartão de Crédito,PR,4.0
1360,2024-08-24,Notebook,Informática,3664.84,1,0.05,Cartão de Crédito,RJ,5.0
1049,2024-08-04,Mouse,Acessórios,83.27,1,0.05,Boleto,PR,4.0
1312,2024-10-31,NOTEBOOK,Informática,3293.21,1,0.0,Pix,CE,5.0
1137,2024-06-09,Notebook,Informática,4651.59,1,0.05,Pix,DF,5.0
1486,2024-02-08,Fone de Ouvido,Acessórios,301.87,1,0.1,Cartão de Crédito,PE,4.0
1275,2024-11-22,Notebook,Informática,2973.2,1,0.0,Cartão de Débito,BA,5.0
1395,2024-12-08,Teclado,Acessórios,167.3,1,0.0,Cartão de Crédito,DF,4.0
1129,2024-12-30, mouse ,Acessórios,91.44,1,0.0,Cartão de Débito,RJ,2.0
1214,2024-03-13,Teclado,Acessórios,144.94,1,0.0,Cartão de Crédito,PE,5.0
1274,2024-12-10,Fone de Ouvido,Acessórios,273.83,1,0.0,Cartão de Débito,pr,4.0
1012,2024-02-21,Mouse,Acessórios,85.69,1,0.0,Pix,RS,4.0
1234,2024-08-17,Fone de Ouvido,Acessórios,262.55,1,0.0,Pix,PR,4.0
1477,2024-09-27,Monitor,Informática,934.06,1,0.15,Cartão de Débito,PR,2.0
